2,2100000000,3.141542182857143,417.83433198700004
4,2000000000,3.141638818,529.693515714
2,1750000000,3.141580518857143,361.49161408000003
4,1500000000,3.1416214293333335,363.431474642
2,1250000000,3.141540256,249.62393176100002
4,1000000000,3.141597128,207.42582751700002
4,500000000,3.141475616,106.33369168200001
4,100000000,3.14145552,23.153236331000002
4,50000000,3.14137008,11.20164671
4,10000000,3.14178,2.488573245
4,5000000,3.1419832,1.103162244
4,1000000,3.142012,0.214974574
4,500000,3.142432,0.11910650700000001
4,100000,3.13872,0.044856288
4,50000,3.13512,0.025211792
4,10000,3.148,0.641544863
4,5000,3.1352,0.017052679
4,1000,3.14,0.025940675000000003
4,500,3.128,0.016896259
4,100,3.12,0.016439754
4,50,3.28,0.016049565000000002
4,10,3.6,0.019406755
